tweet,gold_reply,intent
How does break basic WiFi with an OS update?! #losing,We'd love to help with your Wi-Fi! Check out this article for steps to fix it: DM us for more help.,software_update
can t get the update for WatchOS via my iPhone X,We certainly want you to be able to update. Have you tried all the steps in this article?,software_update
"I updated Friday and had terrible problems since. My phone was fine before this, battery dying etc. How can I fix this?","Thanks for letting us know more, we d like to confirm what apps use the most battery via DM.",battery_issue
#Apple #Phishing | More information : | #AppleID |,Allow us to assist. Send us a DM so that we can help you with this.,account_security
What is the Home Icon (ICloud Keychain) for? I see it in my phone and IPad.,"We're happy to help with this. In DM, please let us know which software version you're using on your devices.",icloud_sync
"iTunes is refusing to sync the books I have on my Mac iBooks with my iPad iBooks. In fact, it just refuses to show that the books on my Mac are even in there.",Thanks for reaching out. We want to help. Are you signed in to the same Apple ID on both devices?,icloud_sync
How do you get a new passcode if you forget it along with your security questions?,"For assistance recovering your Apple ID, contact our Account Security team through and they can help!",apple_id_login
I get this 503 error when trying to sign in to the Apple Store:,"Send us a DM and let us know what device you're using, and what OS it is running.",apple_id_login
U guys feel like getting me a new phone since ur update wrecked my shit?,We want to help with your iPhone. DM us details on the issues you're having with your iPhone and we'll work with you there.,software_update
"It s an iPhone 6. Running 11.1.2. I ve done all those tips some time ago and my battery life is still horrendous! This has only been an issue since I upgraded to iOS 11, I had no battery issues on iOS 10, literally the day I upgraded I started to suffer.",Thanks for those details. We'd like to gather some additional information about your iPhone 6. Join us in DM with your current location and we'll continue there.,battery_issue
not receiving the verification code Help me Please,"Understood. Have you clicked on the option from that screenshot of, ""Did not get a verification code?"" for further options?",apple_id_login
Is anyone else iPhone not letting them connect to the App Store?,We completely understand your concern & wanting to get your apps. Here's a great place to start:,app_store
please bring back enabling/disabling of WiFi/Bluetooth from notifications center to iOS 11 ! Current 1 is buggy and every time I tap WiFi in notifications center I need to go to settings to select already connected WiFi :(,"If you want Bluetooth or Wi-Fi to stay off, you'll need to adjust those settings in the Settings app: Please submit your feedback regarding this here:",device_setup
"I haven t had specific issues, just that my battery life goes down about 70% faster. Shocking, right when the new iPhone comes out","Battery life is important, and we're here for you. DM us the iOS version your device is running, and we'll go from there.",battery_issue
"Dear , my phone doesn t last more than 30 minutes without a charger. Please stop killing off my phone with these updates. I can t afford a new one, I am a broke college student.",We certainly want your phone to last more than 30 minutes on a full charge. DM us and tell us what device and iOS version you have.,charging_issue
The latest update (ios 11.1) is the worst I have ever seen. Had to restore my Iphone 7+ twice and the battery is draining fast !,We'd like to help. Did you restore a backup to your device both times? Let us know in DM.,battery_issue
I m using an iPhone 8 Plus running iOS 11.1.2 I m getting the message Waiting for activation which has been showing for hours. I ve signed in with my Apple ID but I d also like to be reachable through my phone number.,"Thanks for clarifying. At this point, we d like to have you work through all the steps on this page: Make sure to go in order as this can help affect the outcome. Let us know if this helps.",apple_id_login
Two factor auth is a broken mess - nothing like typing in passwords and codes repeatedly when you just want to watch TV. Doesn t work,"We'd like to help. Tell us which device you're having the issue with, and what error message if any you're experiencing.",apple_id_login
"When I delete photos from my iPhone, why are they still in iCloud? How long does it take to delete them from everywhere?",Great question. Do you currently have iCloud photo library enabled? You can check in: Settings > [your name] > iCloud > Photos.,icloud_sync
I got this after installing your High Sierra dot update from the Mac App Store.,Thanks for reaching out. Were you able to restart the computer to try the installation again?,app_store
the iOS update makes some of apps a bit slower! Fix the bugs please!,We re happy to help with any complications you re facing. Which Apps have slowed down? Let us know via DM. We ll go from there.,software_update
My iPhone 7 Plus keeps crashing/resetting ever since update to iOS 11. And Files won t always open and I have to reset.,That's a concern we certainly want to address with you. Let us know in DM which apps you re using when it restarts.,software_update
thanks #apple for that great #iphone IOS update. Now I get to carry around my charger so I can change my phone 5 times a day,"Having a charger handy is good, but we don't intend for you to have issues with charging or power. DM us the device model.",charging_issue
"IOS 11 Corrupts my phone, and then I get asked to pay for support..... Awful customer support APPLE!!! Severely disappointed!!!","Hey, we'd like to work with you and look into some options. Please DM us and we'll go from there.",software_update
"My library works fine on the iPhone 7 I use for work, and on my Macbook. I was missing a playlist on my 7+ so I turned the library off and then back on hoping it would re-sync, but now can t seem to access it at all on the 7+.","Thanks for those details. Let's try this. It looks like Personal Hotspot and Low Power mode are both on. Try turning off both of these features, restarting and turning on the iCloud Music Library again. Let us know with a DM if that does the trick.",icloud_sync
Dear ! My MBP is a bit slow during Photo Library Migration. Any idea why? Thx,We want to help get your computer running smoothly. Let's continue in DM.,device_setup
soo why is it on the newest update my Bluetooth keeps turning itself back on when I clearly turned it off manually?,We're here to help. What kind of iPhone are you using & what steps are you taking to turn off Bluetooth?,device_setup
It s not cases I m looking for what I wanted to know is can you use the wireless charging function if there s a case on the phone?,"You can if the case is designed to do so. In the link we shared, you will find cases that are capable of doing this for you.",charging_issue
"Any idea what gives? Dictation works fine through my AirPods, but not via the phone. Phone works fine for voice calls without AirPods.",We're here to help. DM us and we'll dive into this issue.,device_setup
I'm using my iPhone X with my MacBook Pro with a Lightning to USB-C cable and I get that popup,Thank you for clarifying that for us. Let's reset the System Management Controller as described here to see if that resolves the problem:,charging_issue
"This update is horrible. The amount of times I ve had to restart, apps crashing, home screen going blank... is ridiculous...",That's certainly not what we'd expect your experience to be. We'll be happy to assist. Are you running 11.0.2 yet?,app_store
"I accidentally restored my new iPhone 8 to a configuration of an old one from 2016 via iTunes. So now I have erased the phone and started from the beginning. How should I proceded next time I connect it with my Mac? Should I choose ""new iPhone"" intead restore, right?","Exactly. You've got it. The next time, you'll want to set it up as new iPhone.",device_setup
"Since upgrading to 11.0.3, I can literally watch my battery percentage tick down while using my phone. This is madness! #wtf","While it's normal for your battery to decrease while in use, we'd like to better understand what's happening. Please DM us here:",battery_issue
does the Apple Watch series 3 sync steps with Apple Health on your phone without logging a workout?,"Thanks for the exciting question. To make sure we understand your goal, we'd like to ask you if you are trying to get the Apple Watch's pedometer to log your steps yet have it not count those actions as part of closing the workout ring?",icloud_sync
i dont have a fucking credit card stop asking what the fuck? I get 4 messages every fucking day to set up my payment fuck8ng stop!,Thanks for reaching out to us. Have you simply tried setting your payment option to none? Let us know.,billing_refund
Any chance I can uninstall the latest IOS update that has turned my phone into a laggy POS with shitty battery life?,Hey there! DM us so we can look into these issues with you.,battery_issue
"Sadly, it does not help. I am on WiFi, plugged in, have plenty of storage and iCloud backup is available.",What message or error do you receive when it times-out and stops?,charging_issue
is there any benefit to using the 87W adapter over the 29W adapter to charge the phone?,Let's meet up in DM and take a closer look into this.,charging_issue
The new iOS update sucks. My battery life on the 7+ has been fine for a year. Now all of the sudden it drains and I m missing texts. Droid users laughing at us now. Sad!,We'd be glad to assist on this. Are you having issues with iOS 11 beyond the battery drain? How long ago was it updated? Let us know in DM.,battery_issue
So many bugs in iOS 11. Appstore is asking me password for an appleId different from the one in settings-> iTunes & App Stores,Let's look into this together. Did you ever purchase any apps using a different Apple ID? Are you part of a Family Sharing?,apple_id_login
I tested the rumored root -login bug in macOS High Sierra. It works. This is both funny and really bad :/ #apple #Mac,"We'd like to look into this with you. Send us a DM with more information, and we'll continue from there.",apple_id_login
Can I connect the #APPLETV to both my Mac and my B se Mini bluetooth speaker?,We'd like to help. Please contact us here for Apple TV support:,device_setup
"What s going on? Apps crashing, phone hotter than a volcano. Fix this shit!","Let's take a look at this together. Have you already updated your iPhone to iOS 11.1.1? Which apps are crashing, or is it all of them? Is it hot while using or while charging? Let us know in DM and we'll get started.",app_store
Please chill on my battery. Fully charged phone pulled of pocket after three hours and my phones was at 10% iOS 11.0.3,We want to help get things working smoothly. DM us what kind of iPhone you are using and when you updated it to iOS 11.0.3.,battery_issue
what is happening with #AppStore #Apple I can t connect it today with this message Impossible connect AppStore help,We re happy to help. Which device are you using? Does this also happen with the iTunes Store? Let us know via a DM.,app_store
"I've had nothing but problems with my iPhone since the update. For the price of these devices, this is completely unacceptable.",We're here to help! iPhones are a daily part of our lives here and we know it's important for them to work properly. Let's work together to get these issues sorted out. Let us know what's happening in a DM to get started.,software_update
just wondering when my iphone will be the same as it was before IOS 11... bc about the battery better not to talk...,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,battery_issue
"I'm trying to sign in to another device and its asking for a verification code. The problem is, the code is not showing anywhere on my other devices.. how can I sign in?",We'd be happy to help. Send us a DM so we may look further into this with you.,apple_id_login
BIG HELP : est-ce que quelqu'un sait comment r cup rer les documents apr s une d connexion ICloud ? J'ai tout perdu .. ?,We offer support via Twitter in English. Contact us for help in your preferred language here:,icloud_sync
"I have tried all of those options, it has been charging for over an hour and it is still unresponsive.",Thanks for confirming. Let's look into some options via DM. Let us know which country you're located in to get started.,charging_issue
My iPhone battery been dying fast ever since I ve updated it to iOS 11,Let's help improve that. Please check out the suggestions here: but keep us posted.,battery_issue
"Hi, I can't seem to access any of my iCloud Drive files in the Files app. It just shows an empty screen :(","We use Files all the time, so we've got your back and would love to help. When you log into the iCloud website - - do you see your files there? Are these Pages files or documents that you uploaded by computer? Let us know in DM.",icloud_sync
"please say your developers are hard at work on iOS 11.0.4 so that my headphones, charger and volume buttons work again, ughhhh",Let's look into this together to make sure things are working correctly. Send us a DM with more information to get started.,charging_issue
"Sadly, if doesn t get this software issue fixed, I m jumping to the note 8. My battery won t last even 7 hours.",We'd be glad to work with you to figure out what's happening. Let's start with these steps:,battery_issue
"Other site works on Safari, and at the same time icloud login also works perfectly fine in Chrome",We've checked our status everything looks ok. Have you tried clearing your Safari browser history?,apple_id_login
why do I have to put in credit card information to update a FREE app,"Great question; we'd love to help. You may be able to select ""None"" as the payment method. Do you see that option at all?",billing_refund
please can u let me know why u have been taking 2x9.99 for 1 year from my acc when I have only 1 Apple Music acc??#refund,Our iTunes Store team would be happy to take a look into that with you. Contact them here:,billing_refund
to share iCloud Storage with my family the devices requires to have lates OS versions either Mac or iOS?,"Thank you for reaching out to us. To share iCloud storage in Family Sharing, the iOS devices must be using iOS 11 or later, and Macs must be on macOS 10.13 High Sierra or later. You can find more information here:",icloud_sync
Apple ID problems but will have to wait 24hrs for a response from #dreadful,We'd love to help in any way we can. Please DM us and let us know exactly what's going on with your Apple ID account.,apple_id_login
iOS update 11.1.1 - horrible! All sorts of issues on all our iPhones. #FAIL,We're here to help. Let us know in DM what issues you're running into.,software_update
"Hello ! My ibooks (and pfds) are not syncing across devices, even if I have checked the box to sync in my different devices. Why can I do?",We'd love to help look into this and get you back in action. Can you send us a DM with some additional details?,icloud_sync
"iPhone 7, most recent update, it crashes randomly oh did I mention the battery life is garbage now","Alright. Let's move over to DM, and we'll continue working through this together with you.",battery_issue
"hi, since updating to iOS 11 both my iPhone 5s are experiencing not charging issue. Is this a known bug?",That's not normal for your iPhones not to charge after an update. Let's chat over in Direct Message and we'll investigate this.,charging_issue
"After updating to ios 11.1.1 , My 5s is not charging with it's charger and restart randomly. please help me","Thanks for reaching out. We've got your back and we're happy to help. To start, are you using the charger that came with your iPhone? Also when it restarts, does it show a spinning wheel or the Apple?",charging_issue
#AppStore help needed. Have filled out this form several times for payment review. No empty fields & always get error message,"Thanks for reaching out, we want to help. Contact our iTunes Support Team here:",billing_refund
How are you supposed to retrieve your apple ID if your phone isn't working?,Are you currently locked out of your Apple ID or is it disabled? Let us know. We're here to help.,apple_id_login
"ever since I upgraded to the new IOS on my iPhone 6 my alarm does not work. I got the 8 plus, restored everything with my iCloud and my alarm still doesn t work. Fix this",Let's get this issues with your alarms sorted out. Please DM us with the exact version number of iOS installed on your new iPhone.,icloud_sync
Hello! I Updated to the latest iOS 11.2 on iPhone X and made sure all the prework for Apple Pay Cash setup is done but still can t see the Apple Pay Cash option in Settings -> Wallet. Any suggestions?,"Hi. We're happy to get you pointed in the right direction. For this, you'll want to reach out to our Apple Pay team. You can contact them here:",device_setup
"New apple id, cant review it for itunes store, cant post on communities to gelp help, Could you lend me a hand?",We'll be more than happy to help you today with your Apple ID. Let us know what's happening.,apple_id_login
when is an update coming out so that I d stop looking like question marks? really over it,Here s what you can do to work around the issue until it s fixed in a future software update:,software_update
My name is razz chakroborty (+91 705308855) i was using a apple i phone 6S. Yesterday 5.15 to 5.30 pm i lost my Phone so need your Support to find my phone my apple id is __email__ emi id is __credit_card__.i done the FIR. Plz help ME.,We are here to help. DM us your current country and we can take a look at this.,apple_id_login
Wow thank you for the new update now my phone is acting up even more than it already was.,We're here to help. Reach out to us in a DM and let us know what is happening with your iPhone.,software_update
hi there I've tried all of that. Im using the charger that it came with and it works with other devices? Any help?,We'd like to look into this further. Please DM us to continue working on this.,charging_issue
Caveat emptor: Apple Pay defaults to an old shipping address on record even when the billing address is updated. My package is headed to a different state.,"Thanks for reaching out to us. We are always happy to help. You can learn how to update your shipping information here: If you need further assistance, go here, select More > Apple Pay:",billing_refund
dear support I have issue with some iCloud pics Pls help its not uploading it via Twitter,Please reach out to our team specializing in iCloud Photos here: Select Apps & Software > iOS apps,icloud_sync
Does anyone else have problems with the native workout app on Apple Watch not syncing across workouts!? It proper pisses me off! ??,We're here for you. Which Apple Watch are you using and what version of watchOS is installed?,icloud_sync
I am using Cellular data - no low power mode enabled and yes i can see them on the computer.,"Let's connect to a reliable Wi-Fi network at this time, then allow those images a bit of time to download again. DM us if you're seeing them clearly.",battery_issue
i ve just updated my macbook pro to macOS High Sierra and im trying to sign in to the iCloud and it keeps telling me there is an error connecting to the Apple ID server?,We appreciate your time reaching out to us to resolve this matter. DM us the exact version of macOS you are currently using so we can get started.,apple_id_login
"I cancelled my Apple Music subscription because I don't have money to pay for the subscription, and now I can't update apps",Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,billing_refund
TV4 x 2. 1 accepts .com address for iCloud and 1 switches to .com address once I log in. shows HOME and doesnt,"Let's take a look at this. The / / addresses are interchangeable. That is, you can use any one of them.",apple_id_login
my iPhone 7 keeps overheating. Moreso when it s charging! What on Earth is going on?,"We're here for you. When you use the device or charge the battery, the device might get warm.",charging_issue
My phone heated up to 131 degrees while being on the charger..... but nothings wrong w it right !!!!!!!,"We'd like to learn more about the behavior you're experiencing, send us a message in DM, we'll partner together on a solution!",charging_issue
"IPhone 6, 16GB. It says storage is full, I even have a GB plan on iCloud. It says something named OTHER occupies 8 GB i erased all.",Let's go ahead and meet in DM and we'll take a closer look into the storage.,icloud_sync
needs to setup a subscription plan because I buy a new pair of headphones every month,We'd like to help with your headphones. DM us which country you're in and details on the issues you're having. We'll help there.,billing_refund
I keep getting activation server is temporarily unavailable on the new iPhone X when trying to activate. Please help!,Congratulations on your new iPhone X! Be sure to try activating wirelessly & with iTunes. Here's how:,device_setup
iPhone 8 touchID doesnt unlock while charging on 110v w/ 61w laptop charger to usbc lightning cable just uh.. so you guys know,We'd love to help. Does the Touch ID work while charging the device using the 5W adapter that came with the device?,charging_issue
"Hello A friend of mine has trouble. He paid for a Swiss National Anthem file, sung by Red Army Choir: (Russian famous choir) and iTunes deleted the file from the library & iCloud. How it is possible? cc",Hey there! Thanks for reaching out to us about this. Shoot us a DM so we can get you pointed in the right direction.,icloud_sync
seems my Yahoo was hacked bc I kept getting error messages on iPhone saying password incorrect. Changed my pw but no option2put new pw in settings. Deleted account from mail&tried to add again but won t let me bc already added,We're happy to help where we can. Are you able to access your account when signing in from a computer or web browser? Please let us know in DM.,account_security
thanks for new update! I have a frozen 6s hey steve wake up,We certainly want to help get that resolved. Check out these steps to get that device working:,software_update
Why does my iPhone tell me that the original charger that came with the box is not compatible?? WTF,We can offer some assistance. Join us in DM with more details of what's happening and we'll go from there.,charging_issue
hello. What is this? I don t save changes on photos from iCloud now. >:(,Hi there! The picture you sent us appears to be blank. Could you send us a DM with more details?,icloud_sync
"Absolutely awful telephone service this evening...trying to get an update on a payment for an order and being told that s not possible...no explanation and no next steps, this was place on 27 October!",Hi there! Our Online Store team would be able to look into this with you. Reach out to them here:,billing_refund
hey Apple. How are you meant to update ye apps if you can t get into the App Store. Your phones are shite,Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together.,app_store
I had to wait for phone to run low battery & shutdown before I could do anything. Kindly bring back Hard Restart on iPhone,Thanks for getting back to us and for the screenshot. Let's move our conversation to DM.,battery_issue
hey how come my playlist isn t playing. I updated my payment and everything,"We know listening to your music is important. Meet us in DM, tell us which country you're in, and some details about when this issue began. We'll go from there.",billing_refund
fix the issue with Bluetooth. Idk it it s just me but I been having problems with my SRS-XB30 ever since ug to iOS 11,We're here to help. DM us what Apple product you're using to get started.,device_setup
"iphone 7+ w/ 11.0.3 - bluetooth in car still works 4 calls but now can't use BT audio. rebooted phone + car, known issue?","Thanks for reaching out, we'd be happy to look into this with you. To start, send us a DM and we'll continue from there.",device_setup
why is App Store requiring my password when Touch ID is already set up?,We just received your DM. Let's tackle this there. You should have our reply soon.,app_store
this update is literally ruining my phone. Apps and camera don t open and it is beyond slow.,"Let's look into this together. DM us which iPhone and version of iOS 11 you're using, and we'll continue from there.",software_update
I phone 6s and iOS 11,Which iOS 11 version are you running? You can check by going to Settings > General > About > Version.,software_update
"Control Center, a few mins later it turns back on. So does the Bluetooth.",Thanks. We can get you some more information on that. Send us a DM and we'll go from there.,device_setup
"Is iCloud down? Drive, Safari bookmarks etc. won t load this morning. No changes made. Signed out and back in, didn t fix. Even profile photo won t load:",We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,apple_id_login
I m reaching out to u guys because the update 11.0.3 is no good. All is does is cause clitches in good working fones fix it!,Thanks for reaching out. DM us which iPhone you are using to get started.,software_update
My phone has been straight Trash and constantly freezing/apps crashing since this update WTF,Help is here! Shoot us a DM and we'll be glad to address your concerns and get your iPhone responding fluidly again. Tap here to meet us there:,app_store
I have an iPhone X with iOS 11.2 beta 2 version. When I try to play music it doesn t play in my car it just plays on my phone but if someone calls me the Bluetooth works just fine.,Got it. We hope you're enjoying the iPhone X so far. We'd like to look into this further. Send us a DM using the link below and we'll continue there.,device_setup
why won t my phone back up to iCloud so I can move all my stuff to my new iPhone,We'd be happy to assist with your iCloud backup today. Send us a DM to get started.,icloud_sync
"After update this night, my mbp 2012 does not boot anymore! Falling back to a broken installer window, which only proposes a restart",Hi there. Please DM and tell us what version of Mac OS you've updated to. We'll be happy to help.,software_update
"My Apple watch timelapse face is out of sync.. Daytime at night, Night during the day. Time is correct though. What can I do??",DM us using the link below. We're glad to work with you regarding your Apple Watch issues.,icloud_sync
WTFFFFFF i would like my money back... what is this mess?,Here s what you can do to work around the issue until it s fixed in a future software update:,billing_refund
"Hey the new update is making my phone glitch, apps open by themselves, the keyboard will act up sometimes, and my battery is wearing down faster then ever, it s just not working smoothly.",That's not the experience we want you to have with the new updates. What model iPhone do you have? And could you provide some further details regarding how the keyboard is acting?,battery_issue
my icloud fucc d up. send help.,"We'd like to help, but we'll need more details to get started. Also, which device model do you have and what's the OS version number installed on it? Any steps tried so far?",icloud_sync
Maybe an hour now since updating yesterday. It s draining around 1% every 2 minutes or less. Used to last about the whole day. I m not using the original charger.,Let's follow the steps here and DM us so we can continue there:,charging_issue
I am having battery and charging problems since downloading iOS 11.0.1! Please fix!,We'll be happy to help. Which version of iOS is currently installed? Tell us more about the battery issue as well.,charging_issue
"How is this possible , I have an Apple iPhone charger and an Apple cable ? Why won't it charge ?",We're here to help. Let's take this to DM so we can better assist you.,charging_issue
"So many problems with the upgrade! CarPlay not working well, can't see anything in settings (white screen). Help!","You're in the right place for assistance. For the best support, what iOS version is shown in Settings > General > About?",device_setup
not a fan of recent iPad software update I prefer the other. Can I get rid of recent apps at the bottom of screen?,You can! Go to Settings > General > Multitasking & Dock and turn off Show Suggested Apps. DM us if you have any questions.,software_update
"CAN YOU EXPLAIN TO ME WTF IS THIS??? Where is my freaking clock, battery icon, etc?!!!!",You're in the right place for help. Have you already tried restarting? DM us if you're still stuck.,battery_issue
why is keyboard suddenly typing i as a symbol since the 11.3 update?,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,software_update
can I watch the files on iCloud like movies I have on my desktop of my MacBook Pro from new Apple TV 4K lke I can on iPhone?,We want to make sure we fully understand your question. Do you have movies saved in your Files app currently?,icloud_sync
Literally watching the eternally crap iPhone go from 100% to 12% in exactly 88 seconds. I live connected to a battery 24/7.,We want to look into this with you. Reach out via DM using the link below.,battery_issue
The new iPhone update is making my phone freeze. Fix this.,We'd like to help you with your iPhone. Can you give us more details about what's happening? Is it every app or just a few?,device_setup
"how do i stop devices asking for two factor authentication, already complained to it will slow down access,","There is not a way disable the notifications. To have your voice heard, leave your suggestions here:",apple_id_login
late 2015 MacBook Pro retina purchased in 2016- stains on reflective screen which is internal : need refund or repair FOC,Please send us a DM with some images of what you're seeing and we'd be happy to look into this with you.,billing_refund
My Apple Music subscription expires around November 24th,"After searching the song, are you able to add it to your library from there?",billing_refund
I keep seeing question marks all over my timeline and also my Bluetooth always randomly turns on??? wtf I want a refund,"We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist.",billing_refund
why does my batter die so fast with iOS 11,Let's look into that. Send us a DM and we'll go from there.,software_update
my phone is so destroyed it dies WHILE it's plugged in....,We're happy to look into this with you. The following questions will help us get started. What was the battery percentage when you began charging? How do you charge your iPhone? Were you using it while it was charging? Please reply with a DM.,charging_issue
"After getting my iPhone 8 Plus, why aren't my downloaded ringtones working? App Store broke today too.","We'd like to understand more about this. Meet us in DM and tell us more details about what's happening, we'll go from there.",app_store
I bought an iPhone and an iPad for my mum on apple store. 12 hours after the order you decided to charge my credit card for the iPad again. I wonder how your billing system even works or when I can get my $529 back.,We want to help get you pointed in the right direction. You'll want to speak to our team over in Online Store support. You'll be able to reach them here:,billing_refund
"This didn t work, the light on my charger isn t coming on and my Mac isn t responding at all. I believe the battery has died",Got it. Thanks for keeping us posted. In which country are you located? Please let us know in DM.,charging_issue
Any reason behind cutting out randomly? Complete app crash. it s been doing it every single time I use it.,We'd like to help. Have you tried the steps here for your issue: Let us know.,app_store
Straight from the App Store. Latest point upgrade -- just started the download night before last.,Have you checked the disk with Disk Utility in Recovery Mode to see if that shows any issues with these steps: Let us know in DM and we'll work from there.,app_store
this has happened to my MacBook charger - can I get a replacement?,"We're glad you got in touch with us. Let's continue working via DM, so we can look into some additional support options.",charging_issue
hello i got a mail from you guys but i dont trust it is it send by you people it says my apple id is blocked any advise ?,We're here to help. Take a look at this article to help identify & report phishing attempts:,apple_id_login
I'm using iPhone 6s ios 11.0.2,What happens if you restart like this?,software_update
I m about to cry because I can t verify my Apple ID thing cause my number changed ... I NEED my pictures,We'll do all we can to help you with your iCloud issue. Please DM us more about what is happening.,apple_id_login
why did my iPhone 8 come with an AmazonBasics charger?,Let's look into this together. Where did you purchase your iPhone? Let us know in DM.,charging_issue
what is the deal with this weak ass Bluetooth connection problem with the new IPhone 8 Plus that I and others are having?!?! This is sadly just one of the problems...,We want you to enjoy your new iPhone. What kind of issues are you seeing with the Bluetooth? Are you seeing the same issues in all Bluetooth devices? Let us know in DM. We can work together there.,device_setup
i can t update my apps. i click the app store and go to updates & it s a blank screen. is this way of getting me to get a new phone?,We'd like to help. Does this happen no matter which network you're connected to? Let us know in DM.,app_store
"Hi someone hacked my Apple ID and changed it, so the one I created is not recognized. Is there something that can be done so I don't lose all of my music?",Hey there! We're sorry to hear you're having some trouble with your Apple ID. Shoot us a DM and we'll get you pointed in the right direction.,account_security
This is a bummer I cant write a review on the #appstore. I am able to rate and write a review but when I press send nothing happens #iphone7,"Let s take a look at that and see what is happening there. Have you been able to send reviews on that iPhone previously? If so, when did this start?",app_store
how do you guys plan on fixing people s iPods and iPhones dying the minute they come off the charger? I literally just took my iPod off its charger at 100% and now it s already at 20%,Thanks for contacting us. We know battery life is important. We recommend checking out this link:,charging_issue
Could you help me? I purchased the iphone 7 smart battery case just over 1 year ago. It's fallen apart and needs replaced,"We're here to help! Join us in DM with additional information, including in which country you're currently located, and we'll get started from there:",battery_issue
"I'm Just saying improving the software and make it more optimized for all apple iPhones & iPad , huge difference between ios 10.3.3 and 11.",We understand and thank you for your feedback. We'd like to see if we can resolve the issue. DM us to further work on it.,software_update
"i use both, but i was wondering if there was a setting to keep bluetooth off until i turn it back on",Turning it off in Settings will keep it off until you're ready to use it again.,device_setup
how easy would it be to change the account the direct debit for my Apple Music subscription?,Hello. Are you looking to change your billing information for your Apple Music subscription?,billing_refund
could you fix the software glitch where my messages disappear and only show up in notifications?,We'd be happy to look into it with you. Please send us a DM so we may better assist you.,software_update
The last #ios #update is eating My battery of My iPhone 7+ #applenews,Let's see how we can help with this. Which iOS are you currently running on your iPhone? Please check here for the exact version: Settings > General > About > Version.,battery_issue
Iv forgotten my Apple ID password & keep getting messages saying il be called the next day and I never am? Helppp,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,apple_id_login
"Setting up fam sharing, but kept asking for payment method. I've set up Paypal in account, can I not use this for fam sharing?","Thanks for reaching out. Check out section ""Payment methods for Family Sharing"" here:",billing_refund
it s funny that when a new iPhone comes out there is a new software update and it always messes up the old iPhones. Ugh. Bin it,"Definitely not the experience we want you to have, but we can help. Meet us in DM, then we'll go from there.",device_setup
"I ve tried it all for several days now. Restart phone, reset network, plugged in, on WiFi, still doesn t work... #ios1111 #ios11",We'd like to help! Let's try the steps in this article:,charging_issue
since upgrading to IOS 11.1 I cannot hear telephone conversation . Why?,We've received your DM as well. Await our response there. We will be sure to help you with this today.,software_update
The new iPhone update is garbage my phone is super slow and all the apps crash.... kinda bs this happened right after the new iPhone came out... time to switch brands I think.,Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together.,device_setup
"wife and I both pre-ordered iPhone X Now our credit card has charges but in 2 different amounts, same phones. Odd?","Thanks for the details! Let's take a closer look. In a DM, please provide us with which country you're in.",billing_refund
what s up with the earbuds? I just had to buy a third replacement pair because the left ear stopped working!,Let's work together on this. Are we working with lightning or 3.5mm EarPods? Does the issue persist when using the EarPods with multiple devices? Please DM us.,device_setup
Trying to sign in the iTunes store to connect my apple id to the movieanywhere app,"Got it! Depending on your Apple ID preferences, you may need to create an app-specific password:",apple_id_login
Disconnecting from Bluetooth at random. But it s only for split second but then it does it again and again.,"Does this happen in multiple locations (e.g. home, work, school, etc)? We ask because we d like to determine if there s Bluetooth interference in a certain location.",device_setup
"Why every time I start my iMac, it asks me to sign my iCloud account, I do it and it ask once more, and again, and again...???",We'd love to help! Have you recently updated to High Sierra? Are you signed in under System Preferences > iCloud?,icloud_sync
Sick! Forgot my #apple iCloud password and it s connected to my old number that i don t have anymore,"Thanks for reaching out to us for support. That is certainly not the experience that we wanted you to have with your iCloud ID, and we are going to do everything we can to help you. When you have a free moment, please check out this link:",icloud_sync
My iCloud steady be locking me out of all my devices a girl didn't report any issues so it's kinda annoying when this happens.,This is not the experience we want you to have. Let's continue in DM.,icloud_sync
iPhone SE. all of my music was missing after I updated to iOS 11.1,Let's have a look at this closer. Please DM us.,software_update
"Yes, since this morning when I plug my phone it charges for a second and then stops for another second and charges for a second again and so on. But then I unplug it and plug it again a couple of times and it starts charging normally!","Okay. Are you able to test the charger with another device, or do you have another charger to connect your iPhone to? DM us your response here:",charging_issue
My app store says i have to pay to download music.ly the app is free so why do i have to show my billing info?,"Great question. Information is still needed. If you can't select None, check out this article:",billing_refund
how do I block a email address with iCloud? I understand adding a new rule but I want the sender to get an error email back to them like they emailed the wrong account. How do I do that? Like block and not just go to my trash? I don t want to see it.,"Thanks for reaching out! We can understand not wanting to see the emails at all. Although there isn t a way to block a sender specifically, we d recommend setting up the rule so they do not show up in your inbox still.",icloud_sync
"Ever since I update my phone, it s been slow as hell. Just send me the new iPhone I m tired of this",We want to help. Have you updated to iOS 11.0.2? Let's get together in a DM and troubleshoot together.,device_setup
"Hello , Do you also sell a plug to prevent energy leaking out of mij iPhone battery..?","Reach out to us in DM and let us know the type of iPhone you have, then we can look into any battery drain issue together.",battery_issue
